DocumentID,InvolvesPHI,InvolvesCoveredEntity,Explanation
doc-2-49,True,True,"The document is a legal deposition related to a case involving Novartis Pharmaceuticals and discusses the effects of bisphosphonates (Aredia and Zometa) on patients, specifically focusing on osteonecrosis of the jaw (ONJ). The deposition includes references to individual patients, their medical histories, and specific health conditions, which indicates the presence of Personal Health Information (PHI) as defined by HIPAA. The mention of specific medications, patient conditions, and the expert's review of patient files further supports the involvement of PHI. Additionally, the document involves a healthcare provider (Dr. Robert E. Marx, DDS), who is a covered entity under HIPAA, as he is a healthcare professional discussing patient-related health information. The context of the deposition, which revolves around the medical implications of bisphosphonate therapy and its effects on patients, confirms the involvement of both PHI and covered entities."
doc-2-5,False,True,"The document is an expert report related to a legal case involving Laboratory Corporation of America Holdings (LabCorp) and discusses issues of fraud and abuse in the healthcare industry. It references the Health Insurance Portability and Accountability Act (HIPAA) and the Office of Inspector General (HHS-OIG), indicating that it pertains to healthcare compliance and oversight. However, it does not contain any specific instances of Personal Health Information (PHI) as defined by HIPAA, such as names, medical records, or any other identifiers that could link to an individual. The focus is on compliance, fraud alerts, and the operations of HHS-OIG rather than on individually identifiable health information. The mention of LabCorp, a healthcare provider, confirms the involvement of a covered entity, but the absence of PHI means that while the document involves a covered entity, it does not involve PHI."
doc-2-50,True,True,"The document is a deposition transcript from a legal case involving Novartis Pharmaceuticals and discusses the effects of bisphosphonates (Aredia and Zometa) on patients, specifically focusing on osteonecrosis of the jaw (ONJ). The deposition includes references to individual patient cases, including identifiable health information such as names, dates of birth, and medical histories, which qualifies as Personal Health Information (PHI) under HIPAA. The expert witness, Dr. Robert E. Marx, discusses his patient files and the medical records he reviewed, indicating that he is a healthcare provider involved in the treatment of patients affected by these drugs, thus categorizing him as a HIPAA-covered entity. The document also references the need for compliance with HIPAA regulations regarding patient data, further solidifying its connection to HIPAA-covered entities and PHI."
doc-2-51,False,False,"The document is an expert resume for Stuart G. Stubblebine, Ph.D., detailing his expertise, employment history, litigation support experience, patents, education, and professional associations. It primarily focuses on computer science, network security, cryptography, and related fields. There is no mention of any health care providers, health insurance organizations, or any other HIPAA-covered entities. Additionally, the document does not contain any Personal Health Information (PHI) as defined by HIPAA, such as individually identifiable health information. The references to HIPAA in the context of 'Privacy Technology' and 'Identity Theft' do not imply the presence of PHI or covered entities, as they are related to general privacy and security practices rather than health data. Therefore, the document does not involve PHI or HIPAA-covered entities."
doc-2-52,False,False,"The document is an expert resume for Dr. Stuart G. Stubblebine, detailing his expertise, employment history, litigation support experience, patents, education, and professional associations. It primarily focuses on computer science, network security, cryptography, and related fields. There are no references to health care providers, health insurance organizations, or any other HIPAA-covered entities. Additionally, the document does not contain any Personal Health Information (PHI) as defined by HIPAA, such as individually identifiable health information. The mention of 'HIPAA' in the context of privacy technology does not imply the presence of PHI or covered entities, as it is discussed in relation to security and privacy technology rather than health data. Therefore, the document does not involve PHI or HIPAA-covered entities."
doc-2-53,True,True,"The document is a deposition involving Joseph Molea, M.D., who is a physician specializing in addiction medicine. The content discusses various aspects of addiction treatment, including references to patient care, treatment protocols, and the implications of confidentiality under HIPAA. Specifically, Dr. Molea mentions the importance of protecting client identities and the standards of confidentiality that apply to mental health treatment, which are heightened under HIPAA regulations. This indicates the presence of Personal Health Information (PHI) as it relates to identifiable health information of patients undergoing treatment for addiction. Furthermore, the document involves a healthcare provider (Dr. Molea) who is a covered entity under HIPAA, as he provides medical services and is involved in the treatment of patients. The references to the Physicians Resource Network and HealthCare Connection of Tampa further support the involvement of covered entities, as these organizations are engaged in the provision of healthcare services."
doc-2-54,False,True,"The document is an expert resume of Richard Phillip Kusserow, which outlines his extensive experience in health care compliance, fraud, and abuse regulations, particularly in relation to the Department of Health and Human Services (DHHS) and the Centers for Medicare and Medicaid Services (CMS). While it discusses his roles and responsibilities in overseeing health programs and compliance, it does not contain any specific Personal Health Information (PHI) as defined by HIPAA. There are no identifiers of individuals or individually identifiable health information present in the text. However, it does involve covered entities, as it references the DHHS and CMS, which are both covered entities under HIPAA due to their roles in managing health care programs and regulations. The document also mentions consulting services provided to health care organizations, which further indicates the involvement of covered entities."
doc-2-55,False,True,"The document primarily consists of a resume for Richard Phillip Kusserow, detailing his professional experience and expertise in areas related to health care compliance, fraud, and abuse regulations. While it mentions the Department of Health and Human Services (DHHS) and the Center for Medicare and Medicaid Services (CMS), which are covered entities under HIPAA, it does not contain any specific references to Personal Health Information (PHI) as defined by HIPAA. There are no identifiers or individually identifiable health information present in the text. The document discusses roles and responsibilities related to oversight and compliance but does not disclose any health data or patient information that would qualify as PHI. Therefore, while it involves covered entities due to the mention of DHHS and CMS, it does not involve PHI."
doc-2-56,False,True,"The document primarily consists of a resume for Mark A. Rothstein, detailing his academic and professional background, including his roles in various health-related organizations and committees. While it mentions topics related to health law, bioethics, and genetics, it does not contain any specific instances of Personal Health Information (PHI) as defined by HIPAA. There are no identifiers of individuals or individually identifiable health information present in the text. However, the document does involve HIPAA-covered entities, as it references the Centers for Disease Control and Prevention (CDC) and other health-related institutions, indicating that it is connected to organizations that handle health data and are subject to HIPAA regulations. Therefore, while it does not involve PHI, it does involve covered entities."
doc-2-57,True,True,"The document is a legal deposition involving expert testimony from Dr. Clemente Vega, a psychologist, regarding neuropsychological evaluations of plaintiffs who have been exposed to lead. The testimony includes specific diagnoses of medical conditions such as ADHD and learning disorders for the plaintiffs, which are considered Personal Health Information (PHI) under HIPAA as they are individually identifiable health information. The document discusses the assessments conducted on children, their medical conditions, and the implications of lead exposure on their health, which further supports the presence of PHI. Additionally, Dr. Vega's role as a psychologist conducting evaluations for a legal case indicates that he is a healthcare provider, a type of covered entity under HIPAA. The mention of HIPAA compliance and the ethical guidelines surrounding patient confidentiality also reinforces the involvement of covered entities and the handling of PHI."
doc-2-58,True,True,"The document outlines the professional background and qualifications of Deyal Donna Riley, who has extensive experience in the healthcare field, particularly in phlebotomy and patient care. It mentions roles that involve direct interaction with patients and the collection of health data, which indicates the handling of Personal Health Information (PHI). For example, the document states that Riley has performed medical screenings, including venipuncture and blood pressure checks, and has counseled patients on the results of these screenings. This directly relates to individually identifiable health information as defined by HIPAA. Additionally, the document references training staff in HIPAA-compliant registration and paperwork processing, which further supports the involvement of PHI. Furthermore, the document mentions employment with organizations such as United Health Organization and Exam One, which are likely covered entities under HIPAA due to their roles in healthcare services and data handling. Therefore, both PHI and covered entities are involved in this document."
doc-2-59,True,True,"The document involves Personal Health Information (PHI) as it discusses specific medical conditions and treatments related to the plaintiff, Michael Dennis Waters, including details about his hospital stay, diagnosis of hip and femur fractures, and the associated medical costs. For example, it mentions the dates of hospitalization (3/14 to 3/18) and the diagnosis assigned, which are both identifiers that relate to an individual's health information. Additionally, the document references the hospital's billing practices and the reasonable market value for services provided, which further indicates the handling of health-related data. 

Furthermore, the document involves HIPAA-covered entities as it references a hospital where Mr. Waters received treatment, and the expert witness, Tami Rockholt, R.N., is a healthcare professional providing expert testimony related to medical care and costs. The mention of the hospital and the expert's nursing credentials indicates the involvement of covered entities under HIPAA, as hospitals and healthcare providers are classified as covered entities due to their role in providing healthcare services and handling health information."
doc-2-6,False,True,"The document primarily details the professional resume of Zhanna Kelley, who has extensive experience in compliance and auditing within healthcare organizations. It mentions her roles at various healthcare institutions, such as SUNY Downstate Medical Center, Mount Sinai Medical Center, and New York Presbyterian Hospital, which are all considered HIPAA-covered entities due to their provision of healthcare services. However, the document does not contain any specific references to Personal Health Information (PHI) as defined by HIPAA. While it discusses compliance with HIPAA and related training, it does not provide any individually identifiable health information or identifiers that would qualify as PHI. Therefore, while the document involves covered entities, it does not involve PHI."
doc-2-60,False,True,"The document is a deposition related to asbestos products liability litigation, specifically involving expert testimony from Dr. Joseph N. Gitlin. While the document discusses medical imaging and interpretations related to asbestos exposure, it does not contain any specific Personal Health Information (PHI) as defined by HIPAA. There are no identifiers such as names, addresses, or specific health information about individuals that would qualify as PHI. However, the document does involve covered entities, as it references medical professionals (B-readers) and their roles in interpreting X-rays for individuals who may have been exposed to asbestos. The context of the litigation and the involvement of medical professionals indicate that it relates to covered entities under HIPAA, but it does not include any identifiable health information that would be classified as PHI."
doc-2-61,True,True,"The document is a legal transcript from a jury trial involving Dr. Ahmad Z. Chaudhry, a physician, and Adventist Health System/Sunbelt, Inc., which operates Florida Hospital. The case discusses various medical procedures, patient outcomes, and specific incidents involving patient care, including the mention of a 'pledget' left in a patient's heart, which is a direct reference to a medical procedure involving a patient. This indicates the presence of Personal Health Information (PHI) as it involves identifiable health information related to patients. Furthermore, Adventist Health System/Sunbelt, Inc. is a covered entity under HIPAA as it is a healthcare provider that handles health information. The document discusses patient safety issues, medical malpractice, and the responsibilities of healthcare providers, all of which are relevant to HIPAA regulations regarding the handling of PHI and the obligations of covered entities."
doc-2-62,False,True,"The document is an expert resume for Dr. John W. Gilbert, a medical doctor specializing in neurosurgery. It includes details about his education, training, certifications, and professional affiliations. While it contains information about his medical practice and expertise, it does not include any specific Personal Health Information (PHI) as defined by HIPAA, such as individually identifiable health information about patients. However, it does involve a covered entity, as Dr. Gilbert is a healthcare provider who is subject to HIPAA regulations due to his role in providing medical services. The document references his affiliations with various medical institutions and organizations, which further supports the conclusion that it involves a covered entity."
doc-2-63,False,True,"The document is an expert resume of Dr. John W. Gilbert, a medical doctor specializing in neurosurgery. It includes his education, training, certifications, and professional affiliations, which indicate that he is a healthcare provider, a type of covered entity under HIPAA. However, the document does not contain any Personal Health Information (PHI) as defined by HIPAA. There are no references to individually identifiable health information about patients, nor does it include any of the 18 identifiers that would classify information as PHI. The content primarily focuses on Dr. Gilbert's qualifications and professional history without disclosing any patient-related data."
doc-2-64,False,True,"The document is an expert resume for Dr. John W. Gilbert, a medical doctor specializing in neurosurgery. It includes details about his education, training, board certifications, hospital appointments, and various professional memberships. While the document discusses medical expertise and includes references to medical practices, it does not contain any specific Personal Health Information (PHI) as defined by HIPAA, such as individually identifiable health information about patients. However, it does involve a covered entity, as Dr. Gilbert is a healthcare provider who is subject to HIPAA regulations due to his role in providing medical services. The mention of his practice and affiliations with hospitals indicates that he operates within the healthcare system that is governed by HIPAA."
doc-2-65,True,True,"The document is an expert report related to a legal case involving State Farm Mutual Automobile Insurance Company and Physicians Injury Care Center (PICC). It discusses various billing and coding practices related to medical services provided to patients, which indicates the presence of Personal Health Information (PHI). Specifically, the report references patient-specific findings and conclusions, including details about treatments, diagnoses, and billing practices that are directly tied to individual patients. This constitutes PHI as it includes individually identifiable health information. Furthermore, the document involves covered entities, as it discusses the practices of a healthcare provider (PICC) and an insurance company (State Farm), both of which are considered covered entities under HIPAA. The report also mentions compliance with CPT coding guidelines and the implications of billing practices, which further solidifies the involvement of covered entities and PHI."
doc-2-66,True,True,"The document is a deposition in a legal case involving Brian D. Jackson and Colgate-Palmolive Company, which discusses the control groups and asbestos exposure related to health issues. The deposition includes references to health-related data, specifically regarding asbestos exposure and its health implications, which can be classified as Personal Health Information (PHI) under HIPAA. The mention of specific individuals, their health conditions, and the context of medical evaluations indicates the presence of individually identifiable health information. Furthermore, the document references Mount Sinai Hospital, which is a healthcare provider, thus qualifying as a HIPAA-covered entity. The discussions about the control groups and the health implications of asbestos exposure further solidify the involvement of PHI and covered entities."
doc-2-67,True,True,"The document is a deposition related to a lawsuit involving Debbie Nesbitt and the University of Maryland Medical System (UMMS). It discusses the Employee Assistance Program (EAP) and includes testimony from Peggy Burns, a licensed clinical alcohol and drug counselor. The testimony reveals that Ms. Burns maintained records related to Ms. Nesbitt's counseling sessions, which included identifiable health information such as her name, address, phone number, and reasons for seeking assistance. This information qualifies as Personal Health Information (PHI) under HIPAA, as it is individually identifiable health information. Furthermore, the University of Maryland Medical System is a covered entity under HIPAA, as it is a healthcare provider that handles health information. The document explicitly mentions that the records are protected by HIPAA, further confirming the involvement of both PHI and a covered entity."
doc-2-68,True,True,"The document is a legal deposition involving a medical malpractice case where the plaintiffs, Courtney and Brian Webster, are suing the Center for Diagnostic Imaging (CDI) and its associated entities. The case revolves around the interpretation of medical imaging related to Courtney Webster's health condition, specifically concerning a CT scan that was reviewed by radiologists. The deposition discusses the review process of medical images, which inherently involves Personal Health Information (PHI) as it pertains to an individual's medical history and diagnostic results. The mention of 'recurrent rectal cancer' and the specific imaging studies directly ties to identifiable health information about the patient, thus qualifying as PHI under HIPAA. Furthermore, the entities involved, such as CDI, are considered covered entities under HIPAA as they are healthcare providers that handle medical information. The document discusses the de-identification process of medical images, which is a clear indication of the handling of PHI, further supporting the conclusion that both PHI and covered entities are involved."
doc-2-69,True,True,"The document is an expert report related to a legal case involving State Farm Mutual Automobile Insurance Company and Physicians Injury Care Center (PICC). It discusses various billing practices and coding compliance issues related to medical services provided to patients, specifically those injured in automobile accidents. The report references patient-specific findings, including diagnoses and treatment protocols, which indicate the presence of Personal Health Information (PHI) as it includes individually identifiable health information about patients treated at PICC. The report also mentions the involvement of a healthcare provider (PICC) and an insurance company (State Farm), both of which are considered HIPAA-covered entities. The document discusses billing practices, coding compliance, and the legal implications of these practices, further confirming the involvement of covered entities and PHI."
doc-2-7,True,True,"The document is a deposition in a legal case involving Nview Health, Inc., which is a healthcare-related entity. The case discusses the validity and reliability of the MINI, a structured diagnostic interview used for mental health assessments, which is a tool that can involve Personal Health Information (PHI) when used with patients. The mention of the MINI and its use in clinical settings indicates that the document involves PHI, as it relates to the assessment of mental health conditions of individuals. Additionally, Nview Health, Inc. is a covered entity under HIPAA as it deals with health information and provides health-related services. The document discusses various aspects of the MINI, including its validation and use in clinical settings, which further supports the conclusion that it involves both PHI and covered entities."
doc-2-70,True,True,"The document is a legal case involving Jayne Barrett against Bergen Regional Medical Center and Care Plus NJ, Inc., which are both HIPAA-covered entities as they are involved in providing healthcare services. The document discusses the psychiatric evaluation and treatment of Jayne Barrett, which includes detailed references to her mental health history, treatment, and personal circumstances. This information qualifies as Personal Health Information (PHI) under HIPAA because it contains individually identifiable health information related to her mental health condition, treatment history, and the assessment of her risk of suicide. Specific references include the mention of her diagnosis of 'Depressive Disorder', her treatment with medications, and the evaluation of her mental state on January 12, 2009. Additionally, the document discusses interactions with her healthcare providers and the implications of her mental health on her life, which further supports the presence of PHI."
doc-2-71,True,True,"The document is a deposition in a legal case involving Debbie Nesbitt and the University of Maryland Medical System (UMMS). It discusses the Employee Assistance Program (EAP) and includes references to health-related information about Ms. Nesbitt, such as her emotional distress and the impact of workplace issues on her health (e.g., blood pressure). The witness, Peggy Burns, confirms that the records maintained in the EAP are protected by HIPAA, indicating that they contain Personal Health Information (PHI). Specifically, the deposition mentions that the intake sheet includes identifiable information such as name, address, and phone number, which are considered PHI under HIPAA. Furthermore, the University of Maryland Medical System is a covered entity as it is a healthcare provider, thus confirming the involvement of HIPAA-covered entities. The document's context and content clearly indicate the presence of PHI and the involvement of a covered entity."
doc-2-72,False,False,"The document is an expert resume for Michael Caloyannides, Ph.D., detailing his expertise, experience, and educational background primarily in computer science, telecommunications, and information security. It does not contain any references to health care providers, health insurance organizations, or any other HIPAA-covered entities. Furthermore, there is no mention of Personal Health Information (PHI) as defined by HIPAA, such as individually identifiable health information. The only reference to HIPAA is in the context of 'HIPAA compliance' within the broader topic of information security, which does not imply the presence of PHI or covered entities. Therefore, the document does not involve PHI or HIPAA-covered entities."
doc-2-73,True,True,"The document is a legal report regarding a case involving Amberly Beye and Horizon Blue Cross Blue Shield of New Jersey. It contains multiple references to individually identifiable health information, including Amberly's name, date of birth (DOB), and specific medical conditions (Anorexia Nervosa). This information qualifies as Personal Health Information (PHI) under HIPAA, as it is both individually identifiable and relates to the individual's health condition. Additionally, the document discusses the actions and decisions of Horizon Blue Cross Blue Shield, which is a health insurance organization and thus a HIPAA-covered entity. The report addresses the denial of coverage for Amberly's treatment, indicating that the document involves a covered entity's handling of health information and decisions regarding medical necessity, further confirming its relevance to HIPAA regulations."
doc-2-74,True,True,"The document involves Personal Health Information (PHI) as it contains references to medical records, including specific patient information such as office visits, progress notes, and consultations from various medical facilities. The mention of 'protected health information' and the requirement to keep this information confidential under HIPAA indicates that the document is handling PHI. Additionally, the document involves HIPAA-covered entities, specifically Select Specialty Hospital, which is a healthcare provider, and the legal nurse consultant, who is likely acting as a business associate of the covered entity. The context of the document, which pertains to a legal case involving medical records and expert testimony, further supports the conclusion that it involves both PHI and covered entities."
doc-2-75,False,False,"The document primarily discusses the internal controls and compliance programs of Life for Relief & Development, a nonprofit organization, in relation to its financial practices and audits. There is no mention of any health care providers, health insurance organizations, or any other HIPAA-covered entities. Additionally, the content does not reference any individually identifiable health information (PHI) as defined by HIPAA. The discussions focus on financial audits, compliance with regulatory requirements, and internal controls, which do not fall under the scope of HIPAA regulations. Therefore, the document does not involve PHI or covered entities."
doc-2-76,False,True,"The document primarily discusses a legal case involving Dental 2U, which is a business providing dental services and operates in the insurance sector. It mentions that Dental 2U is involved in providing dental services to nursing home residents and that it sells dental insurance policies. This indicates that Dental 2U is a covered entity as it is a health care provider that offers services related to health insurance. However, the document does not contain any specific references to Personal Health Information (PHI) as defined by HIPAA. There are no identifiers or individually identifiable health information present in the text, such as names, dates of birth, or any other identifiers that would qualify as PHI. The discussions revolve around legal compliance and insurance regulations rather than the handling of personal health data."
doc-2-77,False,False,"The document is a legal deposition related to a personal injury case involving Eddie Grayson, Sr. and Security Properties. The content primarily discusses the circumstances surrounding a shooting incident, security assessments, and expert testimony regarding safety and security measures at an apartment complex. There are no references to health care providers, health insurance organizations, or any other HIPAA-covered entities. Additionally, the document does not contain any Personal Health Information (PHI) as defined by HIPAA, such as individually identifiable health information. The focus is on legal and security matters rather than health-related data."
doc-2-78,True,False,"The document is a deposition in a legal case involving Rita Thakore and Vatsal Thakore against Universal Machine Company of Pottstown, Inc. It discusses the medical and vocational assessments related to Rita Thakore's injuries and their impact on her earning capacity. The deposition includes references to her medical history, including specific health conditions such as a severe right-hand injury and hypothyroidism, which are considered Personal Health Information (PHI) under HIPAA as they are individually identifiable health information. However, there is no indication that any covered entities, such as healthcare providers or health insurance organizations, are involved in this document. The focus is on the legal and economic implications of her injuries rather than on the operations of a covered entity."
doc-2-79,True,True,"The document is an expert affidavit related to a legal case involving Angela Moray and Dr. Ahmed Hakki, M.D. It discusses the psychiatric treatment of Gerard Moray, who was a patient of Dr. Hakki. The document contains numerous references to individually identifiable health information, including specific medications prescribed (e.g., Wellbutrin, Celexa, Zoloft, Seroquel), mental health conditions, and the treatment history of Gerard Moray. This information qualifies as Personal Health Information (PHI) under HIPAA, as it includes details about the patient's mental health treatment and medications, which are directly linked to an individual. Furthermore, Dr. Hakki is a healthcare provider, which makes him a HIPAA-covered entity. The document discusses the standard of care expected from Dr. Hakki in his treatment of Gerard Moray, indicating that it involves a covered entity's compliance with HIPAA regulations. Therefore, both PHI and covered entities are involved in this document."
doc-2-8,True,True,"The document is a deposition related to a legal case involving Onur Baser as the plaintiff against the U.S. Department of Veterans Affairs (VA). The VA is a covered entity under HIPAA as it provides healthcare services to veterans. The deposition includes discussions about de-identification of health data, particularly in the context of FOIA requests, which suggests that the data being analyzed may include Personal Health Information (PHI). The witness, Daniel Barth-Jones, is involved in HIPAA de-identification consulting, indicating that the information discussed is likely related to health data that could be considered PHI. Specific references to the witness's work in HIV epidemiology and the mention of statistical disclosure risk analysis further support the conclusion that the document involves PHI. Therefore, both criteria are met: the document involves PHI and it involves a covered entity."
doc-2-80,False,False,"The document is a deposition transcript related to a legal case involving Robert Yeganeh and Hotspur Sports Company. It primarily discusses the expert testimony of Jasper E. Shealy regarding ski injuries and binding settings. The content does not include any Personal Health Information (PHI) as defined by HIPAA, as it does not contain individually identifiable health information or identifiers such as names, dates of birth, or medical record numbers. The document does mention injuries (ACL, MCL, tibial plateau fractures) but does not provide any identifiable health information about individuals. Furthermore, there are no references to HIPAA-covered entities such as healthcare providers, health insurance organizations, or healthcare clearinghouses. The focus is on the technical aspects of ski equipment and injury mechanisms rather than health data or the operations of covered entities."
doc-2-81,False,True,"The document primarily details the professional background and expertise of Andrew Von Ramin Mapp, who is involved in digital forensics and cybersecurity. While it mentions performing HIPAA security compliance audits and data recovery, there is no specific mention of any individually identifiable health information (PHI) as defined by HIPAA. The document does reference medical malpractice cases and mentions the examination of medical computer systems, which could imply a connection to health data; however, it does not provide any identifiable health information or details that would classify as PHI. 

On the other hand, the document does involve covered entities, as it references HIPAA compliance audits and mentions working with healthcare-related cases, such as medical malpractice. The mention of 'medical computer systems' and the context of legal cases involving healthcare providers indicate that the document is related to entities that are likely covered under HIPAA regulations. Therefore, while it does not involve PHI, it does involve covered entities due to the context of healthcare and HIPAA compliance."
doc-2-82,True,True,"The document is a legal deposition involving Dr. Robert E. Marx, an oral and maxillofacial surgeon, discussing his treatment of Nancy Guenther, a patient with a history of breast cancer and bisphosphonate-induced osteonecrosis of the jaw (BRONJ). The document contains detailed medical information about Mrs. Guenther's health history, including her cancer diagnosis, treatment with Zometa (a bisphosphonate), and the resulting complications, which qualifies as Personal Health Information (PHI) under HIPAA. The presence of identifiable health information, such as the patient's name, medical history, and treatment details, confirms the involvement of PHI. Additionally, Dr. Marx is affiliated with the University of Miami Miller School of Medicine, which is a covered entity under HIPAA as a healthcare provider. The document discusses the implications of bisphosphonate therapy and its side effects, indicating that it involves a covered entity's handling of health data."
doc-2-83,True,True,"The document is a deposition in a legal case involving Amanda Howton and John Howton as plaintiffs against Medtronic, Inc. and Dr. Peter Lotze, among others. The case discusses the use of the InterStim device, which is a medical device used for treating certain health conditions. Throughout the deposition, there are references to medical procedures, patient care, and the roles of healthcare professionals, which indicate the involvement of Personal Health Information (PHI). For example, the witness discusses the medical history and treatment of Amanda Howton, including references to her pelvic pain and the medical decisions made by Dr. Lotze regarding her treatment. This information is considered PHI as it relates to an individual's health condition and treatment. Additionally, the document involves covered entities, specifically Medtronic, which is a healthcare provider and manufacturer of medical devices, and Dr. Lotze, who is a healthcare provider involved in the treatment of the plaintiff. The discussions about the marketing practices of Medtronic and the interactions between sales representatives and physicians further confirm the involvement of HIPAA-covered entities."
doc-2-84,True,True,"The document is a legal deposition involving S.B., a plaintiff, and Florida Agricultural and Mechanical University (FAMU), which is a covered entity under HIPAA as it is an educational institution that provides health services. The deposition includes discussions about S.B.'s mental health treatment, including references to PTSD, depression, and other mental health issues, which are classified as Personal Health Information (PHI) under HIPAA. The witness, Dr. Leslie Zebel, discusses her therapeutic relationship with S.B., the symptoms observed, and the treatment provided, which includes identifiable health information. The document also references the treatment history and mental health evaluations, further indicating the presence of PHI. Therefore, both PHI and covered entities are involved in this legal document."
doc-2-85,True,True,"The document is an expert resume of Glenn Ross Caddy, Ph.D., who is a licensed psychologist and has extensive experience in clinical and forensic psychology. The document discusses his qualifications, areas of expertise, and various cases he has worked on, many of which involve psychological evaluations and assessments related to mental health issues. Given that Dr. Caddy is a licensed psychologist, he qualifies as a HIPAA-covered entity as a healthcare provider who transmits any health information in electronic form in connection with a HIPAA transaction. Furthermore, the document references his work with patients and clients, which likely involves the handling of Personal Health Information (PHI) as defined by HIPAA, including mental health assessments and treatment records. The mention of HIPAA compliance in the context of his telemedicine platform further supports the conclusion that the document involves PHI."
doc-2-86,True,True,"The document is a legal deposition related to a medical malpractice case involving Pauline Daniels and various healthcare providers, including Envision Hospital Corporation and multiple physicians. The case discusses the medical treatment of Pauline Daniels, including specific procedures, diagnoses, and medical history, which constitutes Personal Health Information (PHI) as it includes individually identifiable health information. For example, the document references specific medical procedures (e.g., 'femoral popliteal bypass procedure'), medical conditions (e.g., 'weakness in her bilateral lower extremities'), and the involvement of healthcare professionals (e.g., Dr. Garth Jacobsen, Dr. Dustin J. Fanciullo, and Dr. Benjamin Roitberg), all of whom are considered HIPAA-covered entities as they are healthcare providers involved in the treatment of the patient. The detailed discussion of the patient's medical history, treatment plans, and the involvement of healthcare professionals confirms the presence of both PHI and covered entities."
doc-2-87,True,True,"The document is a deposition related to a legal case involving State Farm Mutual Automobile Insurance Company and Mobile Diagnostic Imaging, Inc. It includes references to medical imaging services, patient histories, and specific medical reports that contain identifiable health information. For example, the deposition mentions that Mobile Diagnostic Imaging provides patient histories, including names and dates of birth, which are considered Personal Health Information (PHI) under HIPAA. Additionally, the document discusses the roles of medical professionals, including radiologists, and their responsibilities in interpreting medical images, which indicates the involvement of covered entities as defined by HIPAA. The presence of identifiable patient information and the context of medical services confirm that both PHI and covered entities are involved."
doc-2-88,False,False,"The document is a resume of Dr. Michael Caloyannides, detailing his expertise, work experience, and accomplishments primarily in the fields of telecommunications, information technology, and computer forensics. It does not contain any references to health care providers, health insurance organizations, or any other HIPAA-covered entities. Furthermore, there is no mention of Personal Health Information (PHI) as defined by HIPAA, which includes individually identifiable health information. The document discusses technical expertise and professional achievements without any indication of handling or processing health data. Although HIPAA compliance is mentioned in the context of information security, it does not imply the presence of PHI or covered entities. Therefore, the document does not involve PHI or HIPAA-covered entities."
doc-2-89,False,True,"The document is a deposition in a legal case involving Terry D. Holcomb and Norfolk Southern Railway Company. It discusses various aspects of Holcomb's employment, including his medical condition following knee surgery and his duties as a Norfolk Southern Police Officer. While the document mentions medical issues related to Holcomb's knee surgery, it does not contain any individually identifiable health information (PHI) as defined by HIPAA. There are no specific identifiers such as names, dates of birth, or medical record numbers that would classify the information as PHI. However, the document does involve a covered entity, as Norfolk Southern Railway Company is a transportation entity that employs police officers and is subject to regulations regarding employee health and safety. The discussions about Holcomb's medical condition and the responsibilities of his supervisors indicate that the document pertains to a covered entity's operations, but it does not provide evidence of PHI being shared or discussed."
doc-2-9,True,True,"The document involves PHI as it discusses the use of DTI (Diffusion Tensor Imaging) data obtained from MRI studies of the plaintiff, Hae Park. The text explicitly mentions that Dr. Lipton's control subjects' MRI data is considered HIPAA-protected personal health information, as it could potentially be used to identify individuals, even if anonymized. The document states, 'Dr. Lipton claims that his control subjects' MRI data cannot be “de-identified” and in fact may be used to generate 3-D images of subject's faces, which would supposedly entail a breach of HIPAA-protected personal and confidential health information.' This indicates that the data in question is indeed PHI, as it relates to identifiable health information of individuals involved in the study.

Furthermore, the document involves covered entities as it references Dr. Apostolos John Tsiouris, M.D., who is a Chief of Neuroradiology at The NewYork-Presbyterian Hospital - Weill Cornell Medicine, a healthcare provider that qualifies as a covered entity under HIPAA. The context of the document revolves around a legal case involving medical data and expert testimony related to health information, which further supports the conclusion that it involves covered entities."
doc-2-90,True,True,"The document is an expert report related to a legal case involving State Farm Mutual Automobile Insurance Company and Physicians Injury Care Center (PICC). It discusses various billing practices and coding compliance issues related to medical services provided to patients, specifically those injured in automobile accidents. The report references the review of medical records and billing for 247 individual claim files, which include patient-specific information such as names, treatment details, and medical codes. This constitutes Personal Health Information (PHI) as it includes individually identifiable health information related to the patients treated by PICC. Furthermore, the document involves covered entities as it discusses the practices of a healthcare provider (PICC) and an insurance company (State Farm), both of which are subject to HIPAA regulations. The report highlights issues such as billing for services not rendered, unbundling, upcoding, and inadequate documentation, all of which are relevant to the compliance of covered entities under HIPAA."
doc-2-91,False,True,"The document is a deposition in a legal case involving State Farm Fire & Casualty Company and Silver Star Health and Rehab, Inc. The deposition primarily discusses the ownership and operational practices of a chiropractic clinic, specifically focusing on Dr. McKenzie and her role in the clinic. While the document mentions health care practices and the chiropractic profession, it does not contain any specific references to Personal Health Information (PHI) as defined by HIPAA. There are no identifiers of individuals, such as names, dates of birth, or medical record numbers, that would qualify as PHI. However, the document does involve a covered entity, as it discusses a health care provider (Silver Star Health and Rehab, Inc.) and the operations of a chiropractic clinic, which falls under the category of covered entities as defined by HIPAA. The focus is on legal and operational aspects rather than on individual patient health information."
